user_id,user_screen_name,indegree,outdegree,bad_user_id
130396369,katinti,807,202,107926586
190145115,im_JukeBox,59,53,151140501
67190925,lilac_the_bunny,429,688,49533428
15094406,decoystars,310,178,653789
176544019,Pedro_Canton,143,74,143114844
99326694,Parcy_,696,678,146440324
14974568,ramayac,1050,726,713392
143621215,FcO_OMT,111,45,145615656
64369288,roswello,766,876,49055768
124562568,OhMyBiebsJ,3085,2101,141926622
53599233,woo1989ys,4065,4246,43324851
137554937,tv608,31,74,59623135
150258978,gyuchulm,1948,2055,121899119
159934289,PatriquiDias,233,978,148350849
119544229,jotapeGarcia,43,143,148521169
192517493,pbs87,61,57,152165908
34159280,h_umber,38,53,13144526
75294932,fervisa,93,124,61658933
161034268,jakehall2010,454,1248,129481825
113743298,JustinBMissouri,10251,1826,128517274
101341063,yovasparada,82,116,88344448
180213085,NstarDY,1470,710,148931248
189897980,Jessica_betinel,593,1995,149707998
19756291,jillyrh,3772,1801,15468120
155069299,Anngreengables,274,723,125246007
129855673,NonoHB,281,1075,107985054
68936821,robertoramoshd,125,115,120919900
56705884,reporterlee,1215,1224,28743545
190395009,shiningstarlove,213,204,112135106
172046569,leeve5,4149,4082,140085641
150265684,gabi_wasilewski,258,197,123464121
192376108,SangHooooooo,520,468,151967407
35646390,thiagobach,246,390,28196019
154431606,saeko2,2698,2623,116604025
34630621,korner360,51,91,13428804
55645562,courau,247,211,27946194
27382182,Raptors_Central,1311,1027,9078631
131003581,mistiqnite,136,638,115837111
124523432,sp00kjj,160,109,103722083
31589752,TheWeasleyClan,137,198,11746669
72027533,ratnaayuwidari,309,190,145837092
95122687,quotemeal,3341,3421,82624217
191034625,kzarr,486,946,7177357
28046169,IrishPeach,317,562,9496390
176407878,kiku1978,526,1136,145000984
50713915,MandaPanda429,668,1208,92700658
18787119,DSinAZ,1430,1951,3491314
66927064,fikafiksipotter,193,144,108575287
117190528,jessie27_57,143,248,100091535
190363393,NCIStheGame,854,221,150160551
56703451,ClsicRokr089,646,1731,28803648
57670626,AndersonGL,385,423,29448385
132250813,lolamichele,880,1069,109098854
154326320,Rizzoli_Isles,976,51,124679263
75637757,Lost_Without_Me,249,692,8014519
15476042,c2s,362,320,992547
176185601,floppybelieber,660,710,142954050
79479253,cicifan1,264,158,65249351
117834193,mrkaboomcon,426,817,113235935
138929413,Game_Pro1,175,511,113789273
135410090,davinci4life,667,1779,111836976
143177497,LSAS1,864,1224,116967258
89882283,GrOvEbUg,1175,2001,79489720
135089776,Brutally_Tru,250,646,111108618
40313415,1968mike,845,1280,17254113
82677910,reddogrising,210,435,70751118
158757627,thosebells,285,1876,102714198
149568580,software_pulse,13,41,121254648
153680729,corndogwalker,675,1684,124215632
27954366,Heather324,77,138,9440923
138947856,Contest_King,206,534,113804209
88602035,CarolMarks_,115,383,78888917
133850775,Maalluuhh,25,45,115161430
136780132,Madre2three,576,1169,112296728
115596327,ChaoticKarma23,1309,1209,98026139
58964953,Rj_Barbosa,112,555,30368563
15759370,TrixieMercury,191,318,149360733
71583067,birdson777,1288,1999,61784654
130712875,krazykatokat,9,22,108019186
97061061,rattscom,1008,234,95918134
137568205,Forever_Draven,245,638,112848012
91209963,tannieschatter,336,818,80303520
190298330,brettsterscomps,63,230,149897772
69242667,Aditkambhink,271,145,51898995
32971405,small_trio,48,48,18049919
17492560,evico,1080,1767,22861591
40964485,WendyNoel72,769,1993,124717739
184288940,Forever_Charmed,404,945,8094629
157463139,Mystic_Sorrow,344,913,127017026
130394725,Fatally_His,251,684,107813262
47533182,karitasetiono,53,72,22242106
19556462,Amy_Airbourne,210,796,122064396
30509910,GoudaCheese007,793,1085,11054850
91004726,OdaCihuy,376,236,80155299
75440200,AliKatt93,17,218,63367332
134960813,SMLCFH,1171,2003,111007686
21693811,lexiquin,1310,2001,36683807
31609319,kygurl62689,833,1438,11758743
100522414,Sweepsfan75,173,482,87836436
85628262,kato_9,60,53,81874721
55440044,hetellama,36,156,27822190
152710222,todaygamenews,762,0,123506975
166816004,eggiesays,312,649,134954680
42733887,Doodle741,1163,1998,18903311
118871938,jmitted,163,565,102311617
172361310,noangelism,80,166,140308658
25461516,RoomofRadcliffe,640,149,53504963
169192172,alishahpfan17,278,1003,138058015
25396782,jdbeaner,762,349,10762486
24076261,hipchique,157,464,6963541
67245211,MoinXclusive,80,91,81402534
128917051,ruisaldanha,2276,1586,106771469
33117865,heidiko44,2573,1584,12512070
150144680,notjeanine,1016,2001,148750286
153156962,wins4me,1337,1998,123864836
121513989,jenle33,324,1025,101724698
20920071,Zamxkay,28,181,8414933
40030500,Cintronite,724,1509,17091560
140630433,hi_how_are_u,87,149,122015685
112991391,Eyedduck,622,939,95870510
64554288,liddonemo,79,183,133415579
89563548,Kastevil,47,110,81959569
121326580,Ron_Reed2010,209,589,108401972
19026431,jdnorthwest,426,687,37445345
44123486,toffee30,425,1239,19966134
83010527,Angelpolaangel,140,433,74207624
29022022,ChristineCx,175,168,10211069
14702533,dailygalaxy,68348,11283,474857
17514401,conqui25,478,821,2532576
86533434,drikaf_,349,224,126826112
19029481,Chrissyma,63,116,3649414
31986147,dublrs,1035,1792,11857269
21598047,mommy2tlc,37,131,5421958
73215420,klescia,186,134,62461259
188493629,loveizaa,99,212,154410602
175535013,ThainaraMaitan,84,158,147019165
110294708,lsangeadov,549,814,94010437
70194702,Weasleygirl101,165,234,52520927
54707967,martagabriela,6,26,41240841
84725909,hyasmim_you,269,235,130740257
151247652,lariballestero,32,44,122454224
19189383,_emdash,89,134,3754905
44707303,karina_25,617,1484,20224490
22319912,BellaCrucioYou,53,57,33140830
152458205,juliasanttiago,1084,2000,123329537
12973962,treebeliever,153,391,249899
152031387,jesssisilva,107,889,142492922
16940955,piratesmiles,59,383,2135172
38297981,AislinnW,425,373,15934089
65349196,creamylanz,418,267,35955987
174303200,_Michelle_Bento,43,96,141680728
49396117,mabel_nb,111,213,27343610
52511535,DazzlinSN,315,85,26144892
113674532,MarcelaeGaga,35,36,99447684
21185896,joannazuniga,159,145,5065900
102576131,MellowMerrin,107,266,89438999
180079423,gabrielsantaren,7,22,151342608
165243548,Amandinha_SS,129,702,48070350
118535530,mihantunes97,44,320,99817937
175472313,karyninha1,33,158,142450160
22831330,ShraddhaGurung,199,336,34399256
33488005,guifes,113,86,60222664
55899023,_FeDias,365,598,154576938
151081756,anavitorialima,45,188,143535143
178481320,BieberFamous,891,0,102374841
14073677,LuaraLoddi,204,288,34696476
160351215,snnuflifors,80,258,129051685
162467817,GislaineVip,3,16,155025479
90035402,Genia_Pink,27,96,79574756
23021456,methinksmelissa,92,245,99493782
192418991,R_D_sky,143,92,152023647
33606858,abinar,182,229,12779015
187370348,JustinOneBoy,1256,1267,148527141
18533001,gabysm11,143,137,5935144
16287197,ekindy,52,116,1614244
134551502,midiazinha,1,32,110724661
5994842,jackles,107,194,1420896
119826847,naatii290,37,83,100913624
51898230,MattBroady,68,310,25203615
183038572,Lora_stephane,10,69,146732611
164409582,Alanisbieber,17,47,79906229
167561661,lara_luz,17,22,149265922
29063886,HalliePotter,78,149,10135460
16593258,Cameron_Waller,65,154,1863727
194717722,YarinhaBohrer,4,17,155130838
135255249,makeawavexD,184,486,113029779
27911805,ns_bruno,185,362,33775997
143977580,melser11,53,252,117298395
61813234,jonathan_leite,2011,218,56090812
179647838,brena9666,2,13,144802239
78944835,Alexiaibrahim,97,513,64926613
55658683,megannro,53,324,27955037
19730969,Kazters,176,443,5932628
169075051,rerocuteangle,254,675,150315063
15645639,leaky,24484,41,1283581
61341837,MRANDRE_2U,89,133,151250397
194541576,gabi6696,0,2,154887723
27371732,outrunsorrow,217,952,34995879
160894358,Bia_301196,53,294,130901248
21561375,piggytailmommie,324,572,34637888
25438544,Juliet119,117,236,8331829
139001381,RupertGrintIndo,760,218,143008908
41877944,potterarchy,148,111,18331639
55630440,EmmaWatsonPage,27723,185,27944530
16152182,fabipellegrino,114,188,1513878
51533287,koritea,154,279,24939785
136652727,abbeyemmie,87,182,70412847
17403645,joaniemaloney,427,427,2453813
151927997,nina_thata,34,172,145663140
109402737,erikamirelle_,189,385,131774874
183718385,Nanda_Kelly123,8,31,155047271
70794783,IsaPriore,409,621,52935544
185265871,PIETRAKOBAIASHI,15,119,147634043
89933040,drefofa,316,75,79518632
166754490,rafaela_jdb,4,3,134869535
28426876,maribergo,268,248,195316
180849230,tamyangell,53,337,145412152
14847001,gryffindorgal87,267,563,482585
21500048,PewterWolf13,266,273,5267699
21282913,ggaby1014,56,208,9998288
194695886,VallerinhaH,0,0,155098850
185085633,USBATips,1271,1463,151057673
145799812,isadorahaubert,18,21,118871215
125393911,raquelkekeu,219,1070,104315687
53241712,caroltomba,390,152,29027868
148941830,annesakamoto,784,785,120817579
153233053,Mapereira_,8,66,124031745
22211004,Brett_thestud,358,589,141141899
175472784,sarachiclets,542,1168,142711139
153235909,Planeta_Bieber,2545,2069,124090176
169995923,Bia_Santos67,11,93,138961454
171681162,Licahbieber,42,187,139839819
182937578,kamilasantos14,33,212,146733965
55343661,RCSeth,137,464,120772709
167191488,iisa_Rabelo,5,34,135644000
127036440,alanislinda,10,27,107397722
191310905,fadinha_lola,4,16,150502599
194259148,AndreSouzaGomez,1,1,140932207
169275010,FehJustinBieber,6,35,154015339
67205316,AleVieiira,65,471,89847453
110568024,isabellefb12,165,775,112161163
72855637,lilarodrigues2,299,977,54300967
131063045,kaah1000,75,475,115483490
181266408,nabilovejb,78,336,147062943
62350325,MariiCoree,92,88,142449094
95266852,garyswagner,75,2,113568961
141419920,giulinhalopes,21,80,115512992
818377,Algorithmist,674,222,39372
99566431,francyhellyen,435,923,90418300
129878417,bruna015,2,24,67497256
45858189,nyrah5,1012,995,42369522
146115787,Nanocatop,13,36,118792944
160715192,keerolayneliima,58,89,146089149
128580865,herciliajuliana,8,22,106503858
188921976,SarinhaaDoll,47,186,149183483
10259542,spookygirl,1243,807,90677
94893980,NaaniDoll,550,223,117292226
128718396,ShiaraKelly,24,99,106628240
192575975,lulu_bieber94,11,33,152240667
157113590,deby_justin,73,462,141912912
173583198,Mylenna_Bieber,9,53,154211150
25393156,BiaKirshe,281,96,20067964
139119507,sheylaluan,218,905,113923701
146728505,luh_JB_sz,431,341,119404525
134560859,JuniorRownload,6,23,110726363
176419630,blenble,29,90,143255367
173619683,samyzinha_kat,3,10,141199687
84929758,KianneMaira,949,57,72206638
191594659,lala_ac13,13,14,150902076
73740998,larissapmartins,103,528,55391949
194110835,caroollfontes,15,142,154250073
82101652,NaraCRodrigues,113,1487,129933270
188387034,raianaevc,2,17,154504063
182111960,lolozinha13,2,9,154404822
164863609,paulaitala1,29,129,132365771
56862905,babichiva,244,668,139836015
111371833,Raizacristinafi,28,165,94738352
111055258,RafenhaJBieber,48,87,146989928
140652380,rayane_fofa,4,11,126804378
173613228,dani_delucca,8,41,141206733
73996500,Srta_Biebs,585,1922,153918570
133377546,justinbieberbot,1598,2,81611702
166661231,LorendeMoraes,23,57,109901377
98976346,dayanacimara,48,386,86922906
177668975,aJBIEBSfan,1239,94,143704674
174052873,Cbelieber,318,1139,141520759
189538290,joycelindah0,2,42,150237831
69319687,Jademarisa,21,83,51947856
72153961,GaabiiDrew,250,982,142307714
163585421,WithYouJbBrazil,2768,1079,131163973
166731184,WeBelongTo_JDB,450,288,134839769
194283989,ksilvajb,7,78,154498984
135222001,HellenScarelli,1327,531,111202604
164457533,luciara_brasil,24,97,131807639
177946694,bertoldinunes,1,5,154392651
127938935,sariinhadesiree,359,1973,106053244
15254262,Apocalyptica,7014,5806,802640
181257153,natyolifar,3,93,145632136
218141399,mariplosh,3,8,150334099
171247377,bratzbieber,155,657,143077662
106472064,Luizinha_Malu,80,327,91702994
78364162,mycaelacastro,141,797,64567856
161874123,gabieberbr,162,23,130052727
163643347,thamys2bieber,12,48,154345678
150370357,Fernandacpl,107,339,121824494
175179964,Mrschibimom,52,180,142346063
160604499,cams_cams,36,58,153908522
187531296,Nayara_LuanSant,116,454,153344168
184185645,pietra_sierra,51,272,147073700
154591345,helogabipaim,5,8,125767295
91367687,kidUltimo,24721,24725,118480365
56641924,ranityaindra,391,378,28699527
51778904,BarriersMall,5063,4672,80795774
127938487,Flavia1313,161,87,106054116
17876071,fred_catz,263,741,2800150
192251369,Djpnunes,293,780,52843030
78354021,nanduaa,125,359,68788239
38531380,jonatan_machado,89,92,85577431
88276424,luannadaviila,80,72,76668951
61580445,Aramis_Filho,191,139,26779351
19836913,jonesy_,218,180,5730124
194654922,leocosta2010,9,103,155038763
53378840,katymv,258,320,26290262
181972246,Junior_jr93,134,210,154381716
190743275,CORAZON1981,0,1,155156394
133073938,mendescwb,502,140,145734060
78955281,Electrofilico,226,250,64928087
55826292,DJ_Weesley,202,67,114673083
774292,abdulqabiz,1439,1382,66959
137092496,SaskiavanA,10,24,155134281
169983374,laiiane_cps,8,34,138711252
65104867,JuniorShadows,100,302,57306886
176777237,Nikita5300,193,0,145585268
25987200,inkiekay,84,133,8219661
72960695,pedrohrossini,947,1997,107436513
69721482,patzalovehouse,88,140,52202724
16883563,eme_minuscula,80,86,99905937
130680659,nataliacaetaano,330,94,107993867
170464845,FasdoEvandro,693,224,139024422
36693861,ThomLS,234,123,90731601
74319205,lucaspaivaaa,114,30,132896917
141928702,clarice_kkbr,6,22,115875207
152295086,morena_mayra,153,593,123201033
109221726,landvane,36,74,93560915
24072497,meredithjuncker,132,287,9570417
173316057,ELISAMA_GOULART,210,589,141221794
30647519,rebekahmcflyx,1602,560,117956647
190724994,JSINTIMIDADE,21,119,151701300
39327617,BizcafVancouver,2296,2,16632667
177474131,Fab4MusicBlog,146,579,144100443
193694727,Buranellojr,73,309,153684517
75634291,DEMISTYLIST,1172,1197,97755056
134689806,bashagra,152,209,110815777
29397280,Amanda_Lundin,114,302,85573302
92323653,DelibethM,231,120,80907087
104772895,GaemGyuDil,691,641,140020542
165775771,chiratto_now,98,0,133584722
189362092,alsd_utopia,15,114,149385606
160030988,gomoreto,168,156,150189654
169583699,zhorifikator,28,18,138749819
191780846,iijyanp1031,14,0,151162119
83692319,nissaassin,237,258,74365451
46166625,MadScienceLA,179,458,21229911
139293211,formacionPSUV,18381,59,114123220
176776121,Tessie1512,117,0,145620211
50851898,alissa_fer,353,568,113415120
188512636,Vava_Oficial,65,279,154136071
152317741,1000Beauty,298,384,123509599
176176031,ErnestoQA,141,209,142947037
42439934,estevamcruz,105,219,38973370
55224817,giiomarques,99,252,34518971
39372317,Lafayetty,235,1200,44301359
74722841,djmuka,4071,4540,60349326
135962457,NatielleAndrade,612,812,122958072
153217369,TayTay_S2,1403,291,123876394
142384545,tawerneckefoda,1537,272,149320761
17852991,xNephilimx,56,52,2782969
27156510,russtifer,137,464,51309839
35765232,programapanico,1381603,1052,14207830
18904129,k0ntakt,55,161,3561838
90341787,ClarkBryant,281,384,79763197
84768086,ricardoaronne,200,430,140391764
1046661,science,141756,151,131344
140185974,TiagoooO_,102,98,121605322
61904964,PaulinhaC_Ramos,405,650,70201677
118422056,CLO4rmthaNO,40,89,99696085
92102206,GiovanniQuadros,50,142,147768855
146652184,jdavid_TJS,21,69,119167586
167440524,theozeras,1945,1988,135750282
97192539,ousiadasein,680,758,85951718
34443692,ToniBarros10,51,92,13311476
80135565,_anazinha,174,338,131971907
114232355,poemblaze1,1276,1322,96710392
183884352,luanna_lacerda,125,440,146964902
145863712,IzarraDeVerdad,37754,228,118734799
16663323,adrianafreixa,442,259,98538855
107666430,Marcello_Moraes,10418,1280,93525022
54248147,GustavoBalbino,408,242,32126729
115149522,cmila_gorreis,176,1258,151283685
134886060,_ClaudinhaBr,444,1510,132189376
43384520,JakeTenPas,406,276,19352392
126584605,SeuAcervo_Music,957,1136,146799997
152279499,AbLo319,44,98,123197240
37884436,e_davis,649,864,15639811
27697335,AlleKat7,115,141,51988382
115708977,ComicsPeriod,355,1093,97702145
141210343,martinmargins,201,565,115366824
75454164,onlyads,1008,259,60812472
33336449,BlazeXXXII,238,149,12642573
22456465,freestuffcom,644,32,5893588
117574722,BIZNESS_BARBIE,2348,287,93010119
157090682,HeartTaken24,100,98,133851527
123981319,_KUTEDIMPL3Z_11,112,189,153450282
31636797,SimpliFLYY,130,223,147975993
88066919,IAmBryantStokes,57,123,133113864
64522918,vtraolive,248,192,86952046
27800981,StuffCarter,291,432,9342192
40719633,chrisg1988,346,393,17541832
112596162,Deal4Christians,479,0,95609917
194335501,Plushbarbieclub,26,194,154570128
117835478,mrslyons75,8,67,154626461
41655096,REALTINGDIS,592,472,18197921
166969518,B_Eclectic,100,64,148982306
138874984,iam_jaed,500,289,113755592
135534267,AmoraDrea,265,248,92388906
11313862,KayP811,100,173,6825933
32961935,larryfitz_cutie,448,337,49283607
22734741,Peanut009,561,561,11509699
19589124,Danger_Mike,84,199,4018279
36008477,bleedingcool,6026,1912,20829172
81097085,mr_kennethshaw,288,59,69839600
57457147,pablo210,341,511,29295812
68236065,LovinMrLDaniels,1233,722,61027949
118025099,kingjonothon,254,635,99403516
126334111,NetBiz1Software,1584,1532,104925987
945451,longstride,548,201,1466
133778514,mizjmoney23,60,285,110157827
22307828,stephjonesmusic,23007,826,6600035
31436429,yella_devil,292,288,88350326
28065780,BofferMinx,526,451,9510531
14148910,LioDeBerjeucue,257,73,129441537
124622024,ArithmaChic,109,206,103787697
25453600,MzYvelle,492,178,48812269
23038648,Anty_Freeman,639,217,11189260
156500367,MissPooh001,23,114,126302992
14593361,allisson,162,167,345986
14346307,Lt_Dan,43,83,1626236
22940424,KawaiiOne,152,799,23930290
159010708,alexeymirnoff,610,242,128143533
34498886,AndradeFeel,160,225,80200357
14992915,ilazaro,13692,13643,1672909
174111215,sugarcuts,31,100,52571372
39250258,SewFiyah,40,159,16543861
27172178,PGC90,1118,1200,98426919
80985826,MsPrincess4u,85,93,69770499
161780729,ClairsieDotes,407,1,130022046
27682272,John_G14,254,553,149763141
30992678,J2DAMO,594,400,29900751
44079284,salmanSP,5378,354,19788787
170744274,Idaplicious,167,56,151668928
91916747,ponko92,145,325,80683800
28429872,itzDEZbitch,383,176,144342728
15685929,Mr_Comic,1564,873,132303052
136602603,liaDAscholar,1087,95,113651650
47500376,FaithReid,193,174,22219622
33549436,JenOkie,482,201,12744701
39988304,DaniMyLuv,219,201,132363209
34020179,NewNew803,2952,501,13050913
103472889,steeevHOE,804,394,137593927
26666899,Classic_MRich,192,63,144098282
28394901,vinyl4giants,284,102,9717068
14053587,mlbj,144,1,116480
15450146,GrrrlRomeo,1451,668,2787661
50625730,Kieran_M4,3308,456,153658565
27117306,PeakAccounting,19394,17169,13924658
28093660,UnlikeAneOther,337,290,95171299
24712054,Kandi,236502,1195,844606
63335830,AmariasPassion,58,76,52213683
26793404,PoeticSoliloquy,176,146,15568417
34453878,MeCherryB,454,136,70495309
29106695,DashingDivaDomo,1005,257,76470193
25318889,Lonni_B,458,155,111721834
181643686,TreTracks,25,131,145873939
29897425,theLOVEMaSheen_,386,967,149797415
25995113,BoyGeorgeO_o,96,131,114930317
2015141,brendonconnelly,1321,546,2210966
52871040,DANi_2Fancy,137,161,138911154
16617057,quanicag,60,91,1882662
8204122,grantimatter,199,148,82881
71831990,babyprincessa_,160,104,93154224
71284110,NigelDT,82,93,53789140
134807510,gpcombr,62,158,110934203
40953293,kieraleanne,330,179,46889550
51793547,gadgetspot,1960,1477,25630465
70536088,Niieel,2869,2081,52768865
25085901,83tonio,267,383,31778859
20343890,KellenDaniel,578,882,4526448
22541704,waxpoeticsmag,10324,653,6041513
94584665,Rauni_RuAN,1019,1002,108357729
5885422,iKrissi,1262,260,2339529
53467458,gyfooma,567,1096,26346175
40502259,x_eduuardo,1188,23,130198334
108789401,Viih_Davilla,2484,611,123405553
193126842,Annnallli,1789,1627,152956508
193016046,Jammie38352,198,820,152816852
193017625,Adeline08489,211,848,152818964
193016343,Maryanne41385,213,835,152817277
33632318,PerfPersnickety,147,143,12797219
193019834,Cyndi42322,69,782,152821988
24239036,SongwriterStarz,1352,297,87884857
48178108,TheJByrdMan,581,354,22675337
193021992,Bok02083,126,583,152825019
172710319,Thaysewbs,25186,4662,143863762
20618717,BrideAccess,192,284,39989101
113115711,MsBronze_Beauty,202,213,129403166
25084667,thetillshow,1541,1170,7641277
175608604,ChrisYouWhore,654,72,145604451
193019954,Ossie97212,2,0,152822159
15866005,giz2tw,534,0,1291425
68019190,Fercondiinnee,245,260,130050740
193071151,evelinjaq15,2549,1716,152887671
67722836,CaioSports,14279,5747,49883844
193020007,Vanda40915,114,704,152822226
14759049,wilsdomain,6722,7091,442296
24016221,jenjenny_,390,226,121994610
172765368,vthrilla,275,224,8599907
193019552,Loida02106,92,900,152821585
176790833,RaadityaaW,2527,318,148593137
193020182,Coletta83429,35,571,152822481
64040007,IllyOfficial,322,177,86635204
66099285,CT_Spyda,2050,1481,95398935
193021263,Teri06832,64,284,152824042
193020184,Bertie24958,219,929,152822476
164764838,fernandinha007,12187,125,41443359
168854285,feernandasants,1951,2175,137547648
27259535,ace_lacoste,411,416,152799281
15379713,techwatch,7094,3513,907915
19688154,Blisser,948,1371,9837727
57469260,MaahLima_,830,1999,33026319
192799932,likeyoudontknow,321,1101,52061868
129048755,cilelela,288,624,106872211
106337075,tremeljames,393,173,91372509
25541049,steadybloggin,618,515,8199093
142489351,ellie_kins,128,70,116275275
193021847,Shirley40377,181,816,152824838
24779897,ammarm,607,35,289789
193019828,Katy25865,246,911,152821979
52333234,CPBee,1917,992,31732216
106494910,Keylaalexandra,793,487,91467982
193019885,Glory13635,145,674,152822071
178846339,Sennebel,28,28,144377998
128892306,fc3architectist,3470,3547,110921867
15522248,adamzarlengo,772,307,4701926
186974083,RaphaSales_,2979,2508,148517293
113439158,rafeenhaah,627,51,150010043
57808939,J3Myers,277,237,29545256
32354132,JamaicanIdler,248,291,11998084
68529265,LeryCinetica,134,389,147050099
182409260,Larie_lopes,101,44,146781114
167029051,AlissoonS,323,100,135223035
194195833,marciagts2010,33,130,154372382
107580354,sabrineteodoro,384,1094,92345190
173890810,_muuuuh,1985,27,148705876
194204819,reh_caat_16,62,363,154385803
124752313,toddy125,83,81,103872828
47276776,YhamMartes,6953,294,43075697
68157806,Viitorhugo_,374,509,146313227
185261984,ErmandoNeto_,1078,1077,147589199
176980764,feengr,278,56,143364944
126387703,jackelineklb1,87,305,146563279
107805536,misterodrigo,619,1898,93598553
112809780,xemersonsilvax,47,76,95736701
96675920,criisanna,46,186,85722976
83726625,Date_The_UK,342,295,71400710
59860223,Lahy_alves,1368,1820,72276335
59936763,iriswieliczka,195,537,31034680
192245197,tweediota,382,950,151777699
134638791,Matheus___Melo,220,207,148996035
83711894,40dating,222,159,71397710
169588370,Tati_kmiec,1001,626,140809513
193132047,rodriigoj_,106,57,153291324
67134821,HenriiQQue,626,74,49493669
131972602,OhhhMyyBiebsss,3212,543,108907966
150106199,Thtata,463,271,85346297
169632031,MarlonMRA,87,316,147977585
90429480,Marcelo__MCL,2705,658,128538649
53551970,JeffRodrix,9888,11093,72179907
173155007,frases_textos,8601,351,130473253
194693564,ppsousaa,121,309,155095400
179285256,RADIOTWITTIDADE,1876,535,144623622
193815584,Janaalves_,1014,1047,155003679
152272564,Samuelrlima,390,373,152463244
83722854,LargeDating,413,194,71397713
185331932,mrgpromo,3055,2758,147609102
23264793,MarieMasquerade,155,264,30985412
187612842,jackestephany,221,336,148847141
163918518,elanigomes,293,339,132394527
99230105,CarlosAFDNeto,83,180,115624127
191561067,sou_jovem,653,2000,150855904
171559851,GaaMarins,1977,43,139750213
70008095,MarioBrasill,3623,2144,104177781
142084605,biajem,177,405,121316831
154985696,SuzanySL,548,79,135874356
83717898,Lucashamburgao,173,1040,71392753
125772306,AldoBrandao,9059,934,147443494
192897512,lyzacardoso,148,471,152671054
83707540,ClickAndFlirt,1474,1387,71397709
188131947,kellvynpaula_,76,76,148955506
71033914,fabiorobertao,1620,1579,53099407
108260920,maaxwilliam,546,1781,123189110
194264185,derthonsales,488,1967,154471909
83725240,50dating,212,162,71400707
189984567,LorenaAmarall,366,199,149733723
58599654,Larissamerllo,839,1626,81780858
76441455,Maninh0,23,80,63396010
93751980,ManchesterDater,213,337,81755474
189904833,mfontinnele,288,881,149889189
191954731,murilonoronha01,95,353,151384294
189515559,keh_souza_,643,1997,150344815
70282801,ellenbencks,195,126,52948168
80319471,___MAURICIO,17457,395,51581131
72869540,tuliohenrike,721,2001,62302009
80403604,almirgdc,60,127,72913015
179694836,Pacheco_Juuh,362,606,145039747
79543819,bruh_gabby,1066,345,65325806
194231801,barbierib,77,291,154425834
95770426,DiogoRossoni,420,1342,17664565
194419518,T_TGustavo,89,311,154716668
116321215,vanbruce,658,1998,98224742
71663854,WendellBarroso,827,2000,108916607
63139340,suuh_s,1635,1651,33286050
61664875,mumarineli_,5430,5985,118243477
93758359,matheuspol,191,295,81749778
83704526,DatingDisabled,338,203,71397714
95082772,MichelleFalls,1555,1999,82504854
204795621,123123123a,0,0,47494169
82999759,morenaaLaah,613,1069,74202180
193857972,BrunaBoaanerges,110,354,153879558
194220723,caiobaldan_life,176,387,154409462
87684324,lolouredo,339,724,140760212
177332060,_dyane_,18556,10478,146674127
172960739,taatymello,2872,3189,140861157
71445605,hideowatanabe,1542,1894,59791897
62283214,xThiiagoB,512,111,61549040
106576877,rossyvalencia,72,199,91865432
56291639,Rafaa_Rodriguez,190,492,42731803
167537037,SandyCah,244,102,45148598
193804012,eute_indico,270,126,137588406
32272478,mariocobos2001,330,539,21345566
124172948,la_patilla,112388,47,103475127
81665018,Srgiovanni,9485,8036,70633405
179478742,bembato,19,66,148174526
84628815,Thishia,173,160,115490484
45073072,diangelisj,567,131,40268773
191957888,Frases_Pitty,395,413,151388425
55762834,CarlosAcV2,357,232,28037908
151479795,guerrerosp,415,1237,129722974
193401290,moimostafa,110,48,153304728
149663961,nataliasantos__,434,1205,148962000
90239214,scofield_pg,342,403,79973871
140601575,Fabricio_Abyara,109,233,115117171
169334006,carlacolladof,77,108,138176103
147071325,maandysantoss,755,1993,119464814
158429719,eriikapereiiraa,404,1038,127712498
191117025,ninaangel_,242,797,152538594
168782883,DEPMASSAFERA,1715,2079,137450164
116466151,ylseley,2,40,155157752
108660842,Graribeiroo,579,979,149880967
177358949,laboral_lawyer,46,103,143845310
74828465,FreEspinoZa,573,1102,96183006
188016522,eric_demetrio,583,1051,149121976
190100169,tha_davello,1290,1997,149765949
54914635,HugoMeloReal,5434,4900,145396137
119449871,Niiick_s2,125,78,149175274
183401228,AnneviLundgren,488,1291,147068792
99003627,NeudysZ,326,271,86941119
116307329,Pigargo1905,142,243,98767373
75883996,AlbertoRavell,230229,702,61270611
77032890,Furlani_,103,48,153941042
138855596,carlosmagdiel,30,215,113731524
187930648,Laisahcamargo,601,995,149147465
192635423,dj_dbm,164,209,152314367
172813610,jackieoliveiraa,816,1443,148940315
69069248,geeguilherme,590,15,55300231
109401590,alynareboucas,1036,911,93397675
192143124,vinnidumau,17,30,151642308
173928756,Fabi_mendonssa,123,12,141658017
134897906,romulolazaro,269,1110,110967218
184166542,izakaoriyuki,130,122,147054204
53709526,wanderlanWS,394,907,126094604
57452834,laiifarias,128,193,29295739
194192402,IuryM_Deiros,240,802,154367222
61977423,Carolziinhaphb,2455,3003,32469828
143148620,werik_Djkorus,58,178,121124009
159218500,karilanelove,208,220,128788337
82898292,grateroloko,107,449,74149861
193342841,MatheuS2inho,212,594,147961733
95671895,myllamg,112,188,82867069
48892013,dgamboa17,16,84,41938370
48707810,anabolivar,563,574,23107914
92743535,thiago_tmf,48,126,81224073
91779012,RaulPovedaS,474,710,80605840
172567653,erickbarcellos1,148,518,147797380
76058837,DELCAMPAO,5241,5816,61685078
122244062,liny_felix,71,73,102224732
