user_id,user_screen_name,indegree,outdegree,bad_user_id
191167184,marjo_riee,183,595,151881409
70436194,GuiO0o,1248,479,52668649
193096387,rockbandrestart,253,391,152918757
175490585,Pablo_Prince,1422,1983,144696451
81235666,ThaisAllmeidaa,74,104,145441320
65984836,IsaqueFox,1194,1771,94917248
172855430,JessicaBarrosss,311,194,141190969
190416735,tiaruthe,46,114,149990977
116011146,ibiah,660,140,97995313
151481857,RenatynhahA,354,380,122656724
113642985,RaimundoAbreu,1074,1078,96334311
193195946,verboazedo,60,289,153050233
194453049,EUSOUBATMAN_,188,61,154766296
174256561,RaahSil,376,1396,141638129
46217994,_latoski,133,52,146658401
123105944,SaraPithon,13984,1533,94161062
60733038,geraldawww,1480,2000,31592316
119761505,Jay13ful,3109,67,100555276
216175355,corpovirtual,0,18,155075286
151670511,willyslopes,115,293,122886550
194342222,cabreumarco,80,17,154579666
184995329,CelinoAntonio,617,1956,147973087
190470143,PedoBearBRA,962,15,150155073
128378959,Nathy_kinberlly,201,738,145261945
194189238,_kaleeb_,544,1514,154362459
149105707,evandrofrancosp,436,456,120942009
163210202,Douglllas123,506,1276,131170792
177935103,marcelloplaysso,693,1427,148322790
75678247,sarinasouza,196,485,60941858
179214242,Jeeny_RAAWR,363,1051,149525594
60386412,tononlu,394,639,31350396
194222398,GameS_S,3249,10,154411928
152075517,raafaella10,241,905,123051359
172221822,rafaelbiagiarry,2177,1553,140227904
111428639,RobsonCaitano,333,397,134318687
186665211,lipiziinIrak,76,213,148217511
174370887,Sabrinabdndo,286,712,141743401
78905821,baudellayre,78,102,69074754
71006233,LeteTrin,3905,4164,53105536
193880213,WilliamwiwiXD,562,823,153908934
71812077,ferreirawes,52,187,61866443
156454154,iCastor,9113,5209,144766488
174833104,Rodrigoooooom,351,408,142048012
137039161,FelipeAllmeida,128,334,112479125
192718077,maahbarriioos,198,597,152423561
104717730,serginhosucesso,2734,3981,90345872
151682276,santoslelecardo,150,105,123860358
192558366,FamiliaSuja,1348,1758,152219520
126830308,bilorocha,341,1425,105273999
69277470,BrianLittrelll,1009,1610,28666580
165957772,joaomansi,283,2001,133830684
37086955,Nilcibergue,7246,761,85615827
194715180,Kaoso3,45,113,155127123
23205138,bassoli_mauro,16465,18290,106619218
139168502,Rita7652,529,1991,115711461
126202446,QueilaAlmeida,527,985,131172984
168859251,laisa104,79,389,137554386
194717251,FrasesLegais__,61,77,155138574
172165939,Elvyzinho,234,632,149567925
84199959,Andrei__santos,84500,6118,80543941
15632836,couts,287,278,41182293
158004756,_Anatevka,722,710,127415912
175931497,pedrocaue2109,774,1573,151850301
40900408,BeloSonhos,603,1280,45558279
169254218,AndreHenryke,42,99,139910876
179564773,dhoninhasantana,100,153,144838738
172432885,caiorgg,316,919,141400880
187275544,tainara_fonseca,4386,74,149339240
84219403,TrendingPost,4068,4509,69354032
96125321,CELIO_ROSEN,11296,12958,148483819
186253737,Geovane_sd,246,732,149951367
56702552,janiellialves,3115,141,33382099
168803325,mariiianamoreno,247,1009,137478292
179201849,wellpxt,5783,2466,144573778
95541038,Galvao__,635,189,149864779
158182341,lary220396,70,467,130065990
180405043,Dhesllaa,123,250,153874914
138915232,prufsplit,332,1136,113795836
193114044,rusthefund,563,1390,152940512
81750733,Alan_lisboa,752,1654,70207987
83727574,IsKaNdE,608,1904,71397736
191022938,roadieitallabep,278,1002,154283656
70053469,arislaniolima,428,1544,52437036
192965583,pikininha01,1415,1997,152751656
193095445,mariorenan,1989,2431,132384417
171951855,dandiie_,63,270,140028183
31253338,NINJA_88,2072,2288,11532440
79004141,pacmarra,1370,1997,69124855
191580750,lip_94,1278,1761,150882794
110904898,palomabjs,374,83,94715820
119055055,velcisribeiro,852,2001,141570698
90162463,Dissonanciaa,534,443,79694503
144884945,DjClecioOficial,209,472,117973649
64454711,tabatacruz,55,112,34211401
159863581,Diinho19_,1814,415,145175643
43259207,brunoramazotti,77,100,19253490
135925424,jon_tavares,286,371,124666752
120617016,Juuhlloka,581,1744,101126034
142324418,serbiel90,720,1986,116150546
185228148,Renathy9,4089,2155,153828109
173558023,maxtis13,825,1982,153454302
67596085,davidwxy,370,942,58277618
193886802,Andrewsfb,413,456,153919923
172463124,reenata_f,51,56,98416818
87506333,RacabWashington,2035,2262,76130273
39263649,jhonchatwin,1100,151,42654542
56369477,joelinapereira,277,400,44370466
187144818,LeozimMota,792,1047,148611695
161813311,Dessinha_Sousa,89,70,130221816
191740690,MarcusGRocha,1730,1851,151101674
73176015,sztalih,465,325,102529422
141710752,leticyamaia,146,387,119122965
179706875,AlannaahMarques,58,119,147235046
58979200,Marcospaulobg,10387,1569,53153262
86418398,GabrielMorettii,1353,1093,152236158
193939149,cihpiva,190,359,154003258
192007999,Is_iam,360,317,151456261
153525420,Tininha_Perez,261,885,124104463
64529307,gregrocha,564,1637,54099000
175565037,Insanidadeshow,7185,7969,142537919
166818484,Safin20,236,315,134958023
124195108,cicerozinhoo,1193,282,108639762
160642431,SrtAdrieli,859,1240,129202105
189789679,JacksoonRuan,2015,995,152792855
165587962,mkarcelinhobom,683,1960,133335421
85431192,_mattwitt,62610,18378,106524400
107379207,Jorgevillasb,24199,10052,146876020
188194933,arthurdereis,1572,1596,148852900
215115672,PuraSafadeza,12,47,154656309
68681866,jhGalvao,12572,14011,51741696
157771272,santos_luuh,414,90,127241674
188826991,jorosicorrea,323,1225,149595089
189009103,jessy_figueredo,167,296,117938749
119404612,Queiixo,261,862,100304375
70937515,Jeessiicaaa_,584,1185,60011069
53645189,Willian__Rafael,69,55,153220714
62079887,Tih_182,545,310,152838785
63254534,luizmaggot1,106694,16259,138996061
166648471,francinesene,38,89,134729756
164360514,carolinneacs,145,270,47727248
177980406,buh_ramalho,236,558,143932061
88715277,pehvieira,449,1691,147996402
190324980,lupalestra,6,42,155095580
181713784,Lidikl2,396,1711,146618713
85173929,Allissoon_S,222,617,144024753
70203143,jessykinhajv,18098,1732,53759954
123725241,moisesnoBBB11,13597,5973,103452795
172890385,fvjeeh,7074,7809,144450407
193804683,thaty_comvoce,282,812,153814259
131705975,izaabellyamorim,46,149,150450931
161792159,DavidTora,719,1330,135412769
180518540,MayllaColorida,123,407,145632028
176144157,ChristianCosta_,208,746,144169197
42299589,Danielcandido7,1330,1167,141748368
49774559,oDaniBahia,13066,779,114619127
153926333,MaiconMart,54,181,124407044
87046272,Bruh_Ricar,348,411,78357060
190690385,Danylopaes,95,113,150133821
113050624,danniellamoraes,649,1275,95915500
192312551,juulianagaldino,119,338,151866644
54259392,PaulinhaMonike,239,648,26953191
192201254,kaikebarbaro,441,92,151724566
143634709,JulieneSilva,186,471,91408164
175802378,larifefe,133,449,142678651
193919686,drycasilva_,111,468,153973391
28100292,TeoWanatico,2122,685,9698291
130934119,lucasdimitry,158,402,108214709
194085724,Maay_Space,219,97,154214595
192579018,bittencourtRJ,133,45,152317169
159184685,diiinah,1138,1227,128269312
118670359,WesleySoaresBR,866,142,99958839
43306015,alyne_ac,4106,4637,142310577
134552016,cely_carvalho,774,2000,110717713
28272124,victorcesar007,33,139,39800872
170745279,ph__pedro,1063,1988,139432536
194647238,_TSLord,3779,495,155027647
215008998,Mateus0102,0,0,112364245
194649550,MatheusSheron,72,130,155030970
170107102,CeLLiNh,1714,2001,139030636
154660082,Samyra_nunes,438,1318,124925192
151493129,Barbaraproibida,17528,575,126104853
188793194,AllaanRayan,1184,1863,149283404
167998768,jotapesim,79,246,136472379
181255479,luizmoura13800,6298,7848,145626385
194330649,rael06,45,150,154562769
190716191,AndreezaBritto,219,638,150148027
103152004,Murilo_OO,1312,748,106804059
98509860,biapdm,21,8,137746884
70997371,Tokooh,252,704,53068335
188189407,RenanMoraess,1364,67,153296119
190452948,Guibope,247,936,154467323
162226199,MateusJFM,638,1989,130302211
168816816,IgorGlleisson,179,124,139790649
75038942,EDUARDOCAETANO1,1685,2304,63109260
102722612,CantoraBeatriz,7697,3510,89139107
189252880,kahh_paula,47,157,149328837
144688478,edsonasjr93,173,185,117810685
58010516,silvamattheus,211,657,130605064
85436282,isadora_gs,2108,1010,74916777
116292531,FabioMarques10,2513,17,98193043
82178066,fabriciooalvess,147,520,73786546
93947355,BelizioFilho,180,412,154271452
102459403,bbxsports,96,172,89155871
66517774,italo_ecko,3328,3797,49079114
21836581,Michel_bruce,11523,7606,111217370
25822185,Alcir_,593,1983,25316331
76480829,jesuaferraso,160,557,63374414
69108176,feehwinchester,403,1297,115785452
65951765,Michellesfs,1682,1682,48724672
148889568,dokckoll,4247,1843,120774115
89426291,weslei_13_vs,243,1514,83723002
69686349,JenniiRO,158,572,52178097
185587602,Kethellyn_neka,144,527,153666124
88059868,julizynha,372,158,76645147
169577104,Krinter,1658,1807,138479793
142278830,GustavoEric_,842,156,128553018
183070565,caaroljn,1350,174,147272126
53414199,G_iel,1089,2000,133813169
193520114,IsmaelStwart94,251,1071,153454005
41391176,gerson8528,6085,3835,18003416
142346577,destcohree,69,179,128515446
142117988,carolini_ana,149,964,128789683
194252960,juninhoskd,392,1220,154456139
134278792,GustavoSaantos,2126,2526,137523833
152749074,euricoPonguitar,2726,2999,139554119
125617256,MuitasRisadas,91,447,104456332
167814173,JuliaSella,2067,307,141402311
149977600,bruh_allmeida,112,394,146287732
163555284,KitRodrigues,1078,2000,131138366
191583170,JuFiguueredo,2283,2550,150988566
179629781,92Vinicius,1950,2299,144782599
183851525,NosRespondemos,5579,3775,147054365
192281349,CaaioMarquees,642,48,151822059
163171731,GeisyRamos,1509,1998,130904632
188825528,anna_salles2,243,685,149962922
43879755,iseecream,245,253,60949657
13628042,renatomartins,217,185,9597457
14510393,giselerhcp,183,299,1789790
190377012,souzaalisson,327,1166,151906651
8291822,chinetti,887,617,1454616
167990213,geehh_rohden,869,1999,136457382
192963451,Duck_V,31,189,152749099
165112952,MeggMirandaS,5193,6206,144052596
66797048,miltondominici,73,264,49266444
145369677,michaelgarces,240,555,153040755
150452743,isabellesanntos,474,424,141637740
64825682,robecarvalho,10347,12946,34487768
19777970,naati_,114,186,4156638
189533545,caiozacarias,186,574,149977842
46368145,tomomichi,102,89,21373580
141962901,izazucolotto,179,577,115896677
192306475,ytalloneves,455,491,151856393
126700549,JaianeMMendes,9617,292,150322602
66746047,nando_pirex,106,734,81826788
31840912,ktzim,152,248,11834343
166058764,_Beatriz_Freire,918,1998,144328615
99781608,nelllysa,168,566,87404314
35848815,PriDaglio,335,341,35839509
136334242,Renan_Dalossa,427,1650,154549579
177796629,jefferson_bisso,1304,1988,152541493
194641858,edilmamelllo,82,417,155028142
193314928,Rafael_finhd,335,1101,153201770
179766375,boniix3,941,1967,1814449
120485691,_Criistiano_O,175,7,101032993
29630577,rica_marques,60,54,28891963
192773617,Wagnerlopess,497,1595,76337467
52794464,LuizFSNeto,66,66,139512921
190297285,_MegaMania_,1803,2004,149913750
81208178,marcoburlan,194,33,69878755
113719451,naathycardoszo,577,2001,96373987
187959347,JoaoL_Lapria,80,79,148769845
179256101,Giuziin,12315,13949,144621982
165191776,_matheusrobert,225,24,131809537
152916913,bruninha1264,693,1995,123659788
27299078,fer_jontigo,159,146,9023339
64771325,AndersonPila,81,63,151999624
190246427,frank_234,199,36,149928849
201236733,devilacollk,93,819,151847937
80008337,AnnaKarollina__,480,994,153697167
168360603,isk2010,3010,3326,136920436
158443386,RoHohenfeld,112,112,145422487
69096652,GustGoes,593,1963,132826861
192554096,HectorFleming,640,1973,152214365
181334297,bahpedrosa,50,150,146942748
43328256,julienfalque,44,71,43266408
53799476,leosoares79,220,93,27068349
146542537,medeiros_gui,3175,1761,119089093
121796003,cezar_manhaes,537,1964,146872069
20190060,Oatz,120,59,4422631
22192769,lbrainer,621,641,5765445
164792971,leonascimento19,634,199,132268072
39116799,brunogluna,135,229,34739890
193908782,TicianeCristine,383,28,153955691
167190766,meulovejb,877,1976,146140745
132963352,IrisMaioo,1311,1986,109663538
194632040,sigotodos22,144,806,155005526
156065063,JacquePankowsky,1019,1963,146059019
179711570,luluRaymann,197,673,148200631
120831614,ellentsilva,497,1346,114986009
64544131,Netto182,1107,1989,52106610
140467505,juliannalimaa,867,1971,117979321
129677952,bdmzinho,27008,5207,139854143
83042616,soaresmilla,179,694,70977568
193748552,Orgulho_Dulcete,568,430,153747515
75598428,is_andressa,197,297,103984792
65068630,luanacarolinaa,243,568,34667059
128292776,danhenri,2065,2410,107418305
193519567,leo_zotto,42,270,153453323
182114357,_silveirabruno,388,71,146471251
15171097,ryot,1820,87,727176
15921797,LeticiaTeodoro,203,326,13255172
96823131,thaisaFN,107,426,85781989
157159811,Dude_egho,812,1966,129936739
25576138,lesmond_head,159,128,28653149
150645646,LipeSondplay,4082,4539,147041401
136831755,Milakairof,592,638,112332587
215307437,Family_PLanza,109,236,150975843
